詩歌ID,作者,標題,人物,提及次數
盧綸著_28. 同兵部李紓侍郎刑部包佶侍郎哭皇甫侍禦曾,盧綸著,28. 同兵部李紓侍郎刑部包佶侍郎哭皇甫侍禦曾,包佶,5
盧綸著_28. 同兵部李紓侍郎刑部包佶侍郎哭皇甫侍禦曾,盧綸著,28. 同兵部李紓侍郎刑部包佶侍郎哭皇甫侍禦曾,李紓,4
盧綸著_31. 同李益傷秋,盧綸著,31. 同李益傷秋,李益,21
盧綸著_36. 七夕詩,盧綸著,36. 七夕詩,雲容,18
盧綸著_41. 和趙給事白蠅拂歌,盧綸著,41. 和趙給事白蠅拂歌,皎然,71
盧綸著_9. 寄鄭七綱,盧綸著,9. 寄鄭七綱,吳公,9
盧綸著_14. 春日山中憶崔峒吉中孚,盧綸著,14. 春日山中憶崔峒吉中孚,崔峒,7
盧綸著_14. 春日山中憶崔峒吉中孚,盧綸著,14. 春日山中憶崔峒吉中孚,吉中孚,10
盧綸著_17. 客舍苦雨即事寄錢起郎士元二員外,盧綸著,17. 客舍苦雨即事寄錢起郎士元二員外,郎士元,8
盧綸著_17. 客舍苦雨即事寄錢起郎士元二員外,盧綸著,17. 客舍苦雨即事寄錢起郎士元二員外,錢起,9
盧綸著_18. 郊居對雨寄趙涓給事包佶郎中,盧綸著,18. 郊居對雨寄趙涓給事包佶郎中,包佶,5
盧綸著_20. 雪謗後書事上皇甫大夫,盧綸著,20. 雪謗後書事上皇甫大夫,皇甫大夫,6
盧綸著_23. 秋夜寄馮著作,盧綸著,23. 秋夜寄馮著作,馮著,7
盧綸著_24. 洛陽早春憶吉中孚校書、司空曙主簿因寄清江上人,盧綸著,24. 洛陽早春憶吉中孚校書、司空曙主簿因寄清江上人,清江,88
盧綸著_24. 洛陽早春憶吉中孚校書、司空曙主簿因寄清江上人,盧綸著,24. 洛陽早春憶吉中孚校書、司空曙主簿因寄清江上人,司空曙,12
盧綸著_24. 洛陽早春憶吉中孚校書、司空曙主簿因寄清江上人,盧綸著,24. 洛陽早春憶吉中孚校書、司空曙主簿因寄清江上人,吉中孚,10
盧綸著_30. 驛中望山戲贈渭南陸贄主簿,盧綸著,30. 驛中望山戲贈渭南陸贄主簿,陸贄,2
盧綸著_34. 春日書情贈別司空曙,盧綸著,34. 春日書情贈別司空曙,司空曙,12
盧綸著_36. 首冬寄河東昭德里書事貽鄭損倉曹,盧綸著,36. 首冬寄河東昭德里書事貽鄭損倉曹,鄭損,3
盧綸著_41. 寄贈暢當山居,盧綸著,41. 寄贈暢當山居,暢當,20
盧綸著_42. 偶宿山中憶暢當,盧綸著,42. 偶宿山中憶暢當,暢當,20
盧綸著_45. 玩春因寄馮衛二補闕戲呈李益,盧綸著,45. 玩春因寄馮衛二補闕戲呈李益,李益,21
盧綸著_7. 出山逢耿湋,盧綸著,7. 出山逢耿湋,耿湋,12
盧綸著_10. 秋夜同暢當宿藏公院,盧綸著,10. 秋夜同暢當宿藏公院,暢當,20
盧綸著_11. 重同暢當奘公院聞琴,盧綸著,11. 重同暢當奘公院聞琴,暢當,20
盧綸著_12. 同耿湋宿陸澧旅舍,盧綸著,12. 同耿湋宿陸澧旅舍,耿湋,12
盧綸著_26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,盧綸著,26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,耿湋,12
盧綸著_26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,盧綸著,26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,李端,25
盧綸著_26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,盧綸著,26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,司空曙,12
盧綸著_26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,盧綸著,26. 早春遊樊川野居卻寄李端校書兼呈崔峒補闕司空曙主簿耿湋拾遺,崔峒,7
盧綸著_31. 題興善寺後池,盧綸著,31. 題興善寺後池,棲白,24
盧綸著_32. 陪中書李紓舍人夜泛東池,盧綸著,32. 陪中書李紓舍人夜泛東池,李紓,4
盧綸著_40. 同趙進馬元陽春日登長春宮古城望河中因寄鄭損倉曹,盧綸著,40. 同趙進馬元陽春日登長春宮古城望河中因寄鄭損倉曹,鄭損,3
盧綸著_41. 同崔峒補闕慈恩寺避暑,盧綸著,41. 同崔峒補闕慈恩寺避暑,崔峒,7
盧綸著_47. 奉和李益遊棲岩寺,盧綸著,47. 奉和李益遊棲岩寺,李益,21
盧綸著_48. 秋夜同暢當宿潭上西亭,盧綸著,48. 秋夜同暢當宿潭上西亭,暢當,20
盧綸著_50. 與暢當夜泛秋潭,盧綸著,50. 與暢當夜泛秋潭,暢當,20
盧綸著_51. 秋夜宴集陳翃郎中圃亭美校書郎張正元歸鄉,盧綸著,51. 秋夜宴集陳翃郎中圃亭美校書郎張正元歸鄉,張正元,1
盧綸著_53. 同薛存誠登棲岩寺,盧綸著,53. 同薛存誠登棲岩寺,薛存誠,3
盧綸著_57. 同耿湋、司空曙二拾遺題韋員外東齋花樹,盧綸著,57. 同耿湋、司空曙二拾遺題韋員外東齋花樹,耿湋,12
盧綸著_57. 同耿湋、司空曙二拾遺題韋員外東齋花樹,盧綸著,57. 同耿湋、司空曙二拾遺題韋員外東齋花樹,司空曙,12
盧綸著_63. 同暢當詠蒲團,盧綸著,63. 同暢當詠蒲團,暢當,20
盧綸著_2. 秋晚山中別業,盧綸著,2. 秋晚山中別業,書生,75
盧綸著_5. 酬李端公野寺病居見寄,盧綸著,5. 酬李端公野寺病居見寄,李端,25
盧綸著_12. 至德中贈內兄劉贊,盧綸著,12. 至德中贈內兄劉贊,劉贊,1
盧綸著_16. 寶泉寺送李益端公歸邠甯幕,盧綸著,16. 寶泉寺送李益端公歸邠甯幕,李益,21
盧綸著_25. 至德中途中書事卻寄李僴,盧綸著,25. 至德中途中書事卻寄李僴,寒山,122
盧綸著_27. 酬包佶郎中覽拙卷後見寄,盧綸著,27. 酬包佶郎中覽拙卷後見寄,包佶,5
盧綸著_41. 秋晚霽後野望憶夏侯審,盧綸著,41. 秋晚霽後野望憶夏侯審,夏侯審,7
盧綸著_44. 贈別司空曙,盧綸著,44. 贈別司空曙,司空曙,12
盧綸著_55. 送宛丘任少府,盧綸著,55. 送宛丘任少府,少年,611
盧綸著_58. 送郎士元使君赴郢州,盧綸著,58. 送郎士元使君赴郢州,郎士元,8
閻濟美著_22. 下第獻座主張謂,閻濟美著,22. 下第獻座主張謂,張謂,1
閻濟美著_22. 下第獻座主張謂,閻濟美著,22. 下第獻座主張謂,應物,26
王表著_29. 清明日登城春望寄大夫使君,王表著,29. 清明日登城春望寄大夫使君,少年,611
李益著_3. 雜曲,李益著,3. 雜曲,少年,611
李益著_10. 校書郎楊凝往年以古鏡貺別今追贈以詩,李益著,10. 校書郎楊凝往年以古鏡貺別今追贈以詩,楊凝,5
李益著_19. 入華山訪隱者經仙人石壇,李益著,19. 入華山訪隱者經仙人石壇,隱者,103
李益著_20. 罷鏡,李益著,20. 罷鏡,少年,611
李益著_28. 來從竇車騎行,李益著,28. 來從竇車騎行,少年,611
李益著_31. 城傍少年,李益著,31. 城傍少年,少年,611
李益著_41. 輕薄篇,李益著,41. 輕薄篇,少年,611
李益著_45. 漢宮少年行,李益著,45. 漢宮少年行,少年,611
李益著_20. 獻劉濟,李益著,20. 獻劉濟,劉濟,2
李益著_25. 同崔邠登鸛雀樓,李益著,25. 同崔邠登鸛雀樓,崔邠,2
李益著_46. 贈內兄盧綸,李益著,46. 贈內兄盧綸,盧綸,11
李益著_48. 答廣宣供奉問蘭陵居,李益著,48. 答廣宣供奉問蘭陵居,廣宣,21
李益著_82. 詣紅樓院尋廣宣不遇留題,李益著,82. 詣紅樓院尋廣宣不遇留題,廣宣,21
李益著_87. 春夜聞笛,李益著,87. 春夜聞笛,寒山,122
李益著_109. 寄贈衡州楊使君,李益著,109. 寄贈衡州楊使君,太守,256
李端著_3. 留別柳中庸,李端著,3. 留別柳中庸,柳中庸,6
李端著_10. 送吉中孚拜官歸楚州,李端著,10. 送吉中孚拜官歸楚州,少年,611
李端著_10. 送吉中孚拜官歸楚州,李端著,10. 送吉中孚拜官歸楚州,吉中孚,10
李端著_30. 贈康洽,李端著,30. 贈康洽,少年,611
李端著_32. 雜歌呈鄭錫司空文明,李端著,32. 雜歌呈鄭錫司空文明,鄭錫,5
李端著_33. 雜歌,李端著,33. 雜歌,西施,70
李端著_37. 救生寺望春寄暢當,李端著,37. 救生寺望春寄暢當,暢當,20
李端著_2. 度關山,李端著,2. 度關山,書生,75
李端著_3. 巫山高,李端著,3. 巫山高,虛中,17
李端著_8. 與鄭錫游春,李端著,8. 與鄭錫游春,鄭錫,5
李端著_21. 江上逢司空曙,李端著,21. 江上逢司空曙,司空曙,12
李端著_23. 山中期吉中孚,李端著,23. 山中期吉中孚,吉中孚,10
李端著_25. 賦得山泉送房造,李端著,25. 賦得山泉送房造,隱者,103
李端著_27. 憶皎然上人,李端著,27. 憶皎然上人,皎然,71
李端著_30. 晚游東田寄司空曙,李端著,30. 晚游東田寄司空曙,司空曙,12
李端著_32. 早春雪夜寄盧綸兼呈秘書元丞,李端著,32. 早春雪夜寄盧綸兼呈秘書元丞,盧綸,11
李端著_37. 冬夜寄韓弇,李端著,37. 冬夜寄韓弇,韓弇,2
李端著_42. 茂陵村行贈何兆,李端著,42. 茂陵村行贈何兆,何兆,4
李端著_52. 送客赴江陵寄郢州郎士元,李端著,52. 送客赴江陵寄郢州郎士元,郎士元,8
李端著_52. 送客赴江陵寄郢州郎士元,李端著,52. 送客赴江陵寄郢州郎士元,馬逢,4
李端著_56. 送古之奇赴安西幕,李端著,56. 送古之奇赴安西幕,古之奇,1
李端著_57. 送張芬歸江東兼寄柳中庸,李端著,57. 送張芬歸江東兼寄柳中庸,柳中庸,6
李端著_58. 送丘丹歸江東,李端著,58. 送丘丹歸江東,丘丹,3
李端著_62. 送吉中孚拜官歸業,李端著,62. 送吉中孚拜官歸業,吉中孚,10
李端著_65. 宿山寺雪夜寄吉中孚,李端著,65. 宿山寺雪夜寄吉中孚,吉中孚,10
李端著_70. 寄暢當,李端著,70. 寄暢當,暢當,20
李端著_72. 臥病別鄭錫,李端著,72. 臥病別鄭錫,鄭錫,5
李端著_73. 書志贈暢當,李端著,73. 書志贈暢當,暢當,20
李端著_81. 歸山居寄錢起,李端著,81. 歸山居寄錢起,錢起,9
李端著_84. 同苗發慈恩寺避暑,李端著,84. 同苗發慈恩寺避暑,苗發,11
李端著_86. 送張少府赴夏縣,李端著,86. 送張少府赴夏縣,太守,256
李端著_91. 送何兆下第還蜀,李端著,91. 送何兆下第還蜀,何兆,4
李端著_93. 送元晟歸江東舊居,李端著,93. 送元晟歸江東舊居,元晟,2
李端著_95. 送夏侯審游蜀,李端著,95. 送夏侯審游蜀,夏侯審,7
李端著_99. 宿瓜洲寄柳中庸,李端著,99. 宿瓜洲寄柳中庸,柳中庸,6
李端著_110. 送單少府赴扶風,李端著,110. 送單少府赴扶風,少年,611
李端著_113. 送新城戴叔倫明府,李端著,113. 送新城戴叔倫明府,戴叔倫,2
李端著_114. 送雍丘任少府,李端著,114. 送雍丘任少府,少年,611
李端著_118. 代村中老人答,李端著,118. 代村中老人答,少年,611
李端著_123. 江上別柳中庸,李端著,123. 江上別柳中庸,柳中庸,6
李端著_134. 奉和王元二相避暑懷杜太尉,李端著,134. 奉和王元二相避暑懷杜太尉,王元,4
李端著_138. 雲際中峰居喜見苗發,李端著,138. 雲際中峰居喜見苗發,苗發,11
李端著_6. 野寺病居喜盧綸見訪,李端著,6. 野寺病居喜盧綸見訪,盧綸,11
李端著_7. 送皎然上人歸山,李端著,7. 送皎然上人歸山,皎然,71
李端著_11. 憶故山贈司空曙,李端著,11. 憶故山贈司空曙,司空曙,12
李端著_18. 臥病聞吉中孚拜官寄元秘書昆季,李端著,18. 臥病聞吉中孚拜官寄元秘書昆季,吉中孚,10
李端著_19. 江上逢柳中庸,李端著,19. 江上逢柳中庸,柳中庸,6
李端著_35. 酬前駕部員外郎苗發,李端著,35. 酬前駕部員外郎苗發,苗發,11
李端著_39. 哭張南史因寄南史侄叔宗,李端著,39. 哭張南史因寄南史侄叔宗,張南史,7
李端著_40. 長安感事呈盧綸,李端著,40. 長安感事呈盧綸,盧綸,11
李端著_41. 遊終南山因寄蘇奉禮士尊師苗員外,李端著,41. 遊終南山因寄蘇奉禮士尊師苗員外,樵夫,17
李端著_42. 長安書事寄盧綸,李端著,42. 長安書事寄盧綸,少年,611
李端著_42. 長安書事寄盧綸,李端著,42. 長安書事寄盧綸,盧綸,11
李端著_43. 送郭良輔下第東歸,李端著,43. 送郭良輔下第東歸,郭良,1
李端著_47. 溪行逢雨與柳中庸,李端著,47. 溪行逢雨與柳中庸,柳中庸,6
李端著_55. 客行贈馮著,李端著,55. 客行贈馮著,馮著,7
李端著_60. 贈何兆,李端著,60. 贈何兆,何兆,4
李端著_68. 重送鄭宥歸蜀因寄何兆,李端著,68. 重送鄭宥歸蜀因寄何兆,何兆,4
李端著_73. 聽夜雨寄盧綸,李端著,73. 聽夜雨寄盧綸,盧綸,11
暢當著_4. 天柱隱所重答江州應物,暢當著,4. 天柱隱所重答江州應物,應物,26
暢當著_14. 別盧綸,暢當著,14. 別盧綸,盧綸,11
楊憑著_19. 贈竇牟,楊憑著,19. 贈竇牟,竇牟,1
司空曙著_14. 秋夜憶興善院寄苗發,司空曙著,14. 秋夜憶興善院寄苗發,苗發,11
司空曙著_22. 贈送鄭錢二郎中,司空曙著,22. 贈送鄭錢二郎中,若水,8
司空曙著_24. 暮春野望寄錢起,司空曙著,24. 暮春野望寄錢起,少年,611
司空曙著_24. 暮春野望寄錢起,司空曙著,24. 暮春野望寄錢起,錢起,9
司空曙著_25. 送王使君小子孝廉登科歸省,司空曙著,25. 送王使君小子孝廉登科歸省,太守,256
司空曙著_28. 閑園書事招暢當,司空曙著,28. 閑園書事招暢當,暢當,20
司空曙著_31. 贈李端,司空曙著,31. 贈李端,李端,25
司空曙著_40. 閒居寄苗發,司空曙著,40. 閒居寄苗發,苗發,11
司空曙著_43. 送夏侯審赴甯國,司空曙著,43. 送夏侯審赴甯國,夏侯審,7
司空曙著_48. 秋思呈尹植裴說,司空曙著,48. 秋思呈尹植裴說,裴說,2
司空曙著_69. 送吉校書東歸,司空曙著,69. 送吉校書東歸,少年,611
司空曙著_88. 過堅上人故院與李端同賦,司空曙著,88. 過堅上人故院與李端同賦,李端,25
司空曙著_89. 病中嫁女妓,司空曙著,89. 病中嫁女妓,少年,611
司空曙著_3. 酬李端校書見贈,司空曙著,3. 酬李端校書見贈,李端,25
司空曙著_6. 送王使君赴太原拜節度副使,司空曙著,6. 送王使君赴太原拜節度副使,書生,75
司空曙著_9. 送神,司空曙著,9. 送神,雲容,18
司空曙著_10. 殘鶯百囀歌同王員外耿拾遺吉中孚李端遊慈恩各賦一物,司空曙著,10. 殘鶯百囀歌同王員外耿拾遺吉中孚李端遊慈恩各賦一物,李端,25
司空曙著_10. 殘鶯百囀歌同王員外耿拾遺吉中孚李端遊慈恩各賦一物,司空曙著,10. 殘鶯百囀歌同王員外耿拾遺吉中孚李端遊慈恩各賦一物,吉中孚,10
司空曙著_13. 送鄭錫,司空曙著,13. 送鄭錫,鄭錫,5
司空曙著_18. 歲暮懷崔峒耿湋,司空曙著,18. 歲暮懷崔峒耿湋,耿湋,12
司空曙著_18. 歲暮懷崔峒耿湋,司空曙著,18. 歲暮懷崔峒耿湋,崔峒,7
司空曙著_23. 長林令衛象餳絲結歌,司空曙著,23. 長林令衛象餳絲結歌,衛象,4
司空曙著_24. 酬崔峒見寄,司空曙著,24. 酬崔峒見寄,崔峒,7
司空曙著_30. 江園書事寄盧綸,司空曙著,30. 江園書事寄盧綸,盧綸,11
司空曙著_41. 送李嘉佑正字括圖書兼往揚州覲省,司空曙著,41. 送李嘉佑正字括圖書兼往揚州覲省,李嘉佑,3
司空曙著_49. 玩花與衛象同醉,司空曙著,49. 玩花與衛象同醉,衛象,4
司空曙著_55. 喜外弟盧綸見宿,司空曙著,55. 喜外弟盧綸見宿,盧綸,11
司空曙著_56. 深上人見訪憶李端,司空曙著,56. 深上人見訪憶李端,寒山,122
司空曙著_56. 深上人見訪憶李端,司空曙著,56. 深上人見訪憶李端,李端,25
司空曙著_76. 別盧綸,司空曙著,76. 別盧綸,盧綸,11
崔峒著_32. 喜逢妻弟鄭損因送入京,崔峒著,32. 喜逢妻弟鄭損因送入京,鄭損,3
崔峒著_36. 題桐廬李明府官舍,崔峒著,36. 題桐廬李明府官舍,寒山,122
崔峒著_44. 送皇甫冉往白田,崔峒著,44. 送皇甫冉往白田,皇甫冉,11
崔峒著_47. 清江曲內一絕,崔峒著,47. 清江曲內一絕,清江,88
王烈著_7. 酬崔峒,王烈著,7. 酬崔峒,崔峒,7
衛象著_9. 傷李端,衛象著,9. 傷李端,李端,25
奚賈著_15. 嚴陵灘下寄常建,奚賈著,15. 嚴陵灘下寄常建,常建,3
張南史著_10. 西陵懷靈一上人兼寄朱放,張南史著,10. 西陵懷靈一上人兼寄朱放,朱放,9
張南史著_10. 西陵懷靈一上人兼寄朱放,張南史著,10. 西陵懷靈一上人兼寄朱放,靈一,23
張南史著_20. 酬張二倉曹楊子閒居見寄兼呈韓郎中左補闕皇甫冉,張南史著,20. 酬張二倉曹楊子閒居見寄兼呈韓郎中左補闕皇甫冉,皇甫冉,11
王建著_2. 主人故亭,王建著,2. 主人故亭,高亭,19
王建著_8. 思遠人,王建著,8. 思遠人,少年,611
王建著_11. 聞故人自征戍回,王建著,11. 聞故人自征戍回,少年,611
王建著_13. 從元太守夏宴西樓,王建著,13. 從元太守夏宴西樓,太守,256
王建著_20. 送張籍歸江東,王建著,20. 送張籍歸江東,張籍,28
王建著_24. 寄李益少監兼送張實游幽州,王建著,24. 寄李益少監兼送張實游幽州,少年,611
王建著_24. 寄李益少監兼送張實游幽州,王建著,24. 寄李益少監兼送張實游幽州,李益,21
王建著_28. 宋氏五女,王建著,28. 宋氏五女,少年,611
王建著_32. 送薛蔓應舉,王建著,32. 送薛蔓應舉,少年,611
王建著_39. 采桑,王建著,39. 采桑,少年,611
王建著_2. 寒食行,王建著,2. 寒食行,少年,611
王建著_3. 促刺詞,王建著,3. 促刺詞,少年,611
王建著_11. 秋千詞,王建著,11. 秋千詞,少年,611
王建著_12. 開池得古釵,王建著,12. 開池得古釵,拾得,22
王建著_35. 贈離曲,王建著,35. 贈離曲,少年,611
王建著_52. 春來曲,王建著,52. 春來曲,少年,611
王建著_53. 春去曲,王建著,53. 春去曲,少年,611
王建著_65. 斜路行,王建著,65. 斜路行,少年,611
王建著_4. 汴路水驛,王建著,4. 汴路水驛,少年,611
王建著_25. 送李評事使蜀,王建著,25. 送李評事使蜀,少年,611
王建著_30. 謝李續主簿,王建著,30. 謝李續主簿,少年,611
王建著_30. 謝李續主簿,王建著,30. 謝李續主簿,李續,2
王建著_37. 隱者居,王建著,37. 隱者居,隱者,103
王建著_8. 郭家溪亭,王建著,8. 郭家溪亭,高亭,19
王建著_8. 郭家溪亭,王建著,8. 郭家溪亭,柳曾,1
王建著_9. 題金家竹溪,王建著,9. 題金家竹溪,少年,611
王建著_28. 上武元衡相公,王建著,28. 上武元衡相公,武元衡,3
王建著_29. 上張弘靖相公,王建著,29. 上張弘靖相公,張弘靖,1
王建著_30. 上裴度舍人,王建著,30. 上裴度舍人,裴度,13
王建著_31. 上杜元穎相公,王建著,31. 上杜元穎相公,杜元穎,2
王建著_33. 賀楊巨源博士拜虞部員外,王建著,33. 賀楊巨源博士拜虞部員外,楊巨源,2
王建著_36. 贈胡泟將軍,王建著,36. 贈胡泟將軍,書生,75
王建著_41. 送吳諫議上饒州,王建著,41. 送吳諫議上饒州,太守,256
王建著_42. 贈閻少保,王建著,42. 贈閻少保,少年,611
王建著_47. 洛中張籍新居,王建著,47. 洛中張籍新居,張籍,28
王建著_53. 上李吉甫相公,王建著,53. 上李吉甫相公,李吉甫,1
王建著_54. 上李益庶子,王建著,54. 上李益庶子,李益,21
王建著_79. 寄賈島,王建著,79. 寄賈島,賈島,62
王建著_83. 寄上韓愈侍郎,王建著,83. 寄上韓愈侍郎,韓愈,24
王建著_24. 酬從侄再看詩本,王建著,24. 酬從侄再看詩本,少年,611
王建著_39. 元太守同游七泉寺,王建著,39. 元太守同游七泉寺,太守,256
王建著_46. 夜看美人宮棋,王建著,46. 夜看美人宮棋,織女,55
王建著_70. 揚州尋張籍不見,王建著,70. 揚州尋張籍不見,張籍,28
王建著_97. 寄蜀中薛濤校書,王建著,97. 寄蜀中薛濤校書,薛濤,11
